#,Name,Class,Position,Height,Hometown,High School,team_id,conference_short,conference_name,team_name,division,team_short
21,Mija Jegers,Fr.,OH,5-10,"Lincolnshire, IL",Stevenson,310,MAAC,Metro Atlantic Athletic Conference,Iona University,D-I,Iona
8,Brooke Stonestreet,Sr.,L/DS,5-10,"Olathe, KS",DeSoto,311,Big 12,Big 12 Conference,Iowa State University,D-I,Iowa St.
21,Paula Krzeslak,Jr.,L/DS,5-6,"Tomaszów Mazowiecki, Poland",Im. Jaroslawa Dabrowskiego,311,Big 12,Big 12 Conference,Iowa State University,D-I,Iowa St.
18,Amiree Hendricks-Walker,Jr.,MB,6-2,"Los Angeles, CA",Taft Charter,311,Big 12,Big 12 Conference,Iowa State University,D-I,Iowa St.
2,Morgan Brandt,Jr.,S,6-0,"Sumner, IA",Sumner-Fredericksburg,311,Big 12,Big 12 Conference,Iowa State University,D-I,Iowa St.
5,Maya Duckworth,Jr.,OH,5-8,"Hurst, TX",Birdville,311,Big 12,Big 12 Conference,Iowa State University,D-I,Iowa St.
13,Lilly Wachholz,So.,RS,6-2,"Waconia, MN",Mayer Lutheran,311,Big 12,Big 12 Conference,Iowa State University,D-I,Iowa St.
15,Kiersten Schmitt,So.,OH,6-0,"Epworth, IA",Beckman Catholic,311,Big 12,Big 12 Conference,Iowa State University,D-I,Iowa St.
19,Faith DeRonde,Jr.,OH,5-11,"Oskaloosa, IA",Oskaloosa,311,Big 12,Big 12 Conference,Iowa State University,D-I,Iowa St.
3,Tierney Jackson,Jr.,MB,6-4,"Tulsa, OK",Tulsa Union,311,Big 12,Big 12 Conference,Iowa State University,D-I,Iowa St.
1,Pam McCune,So.,MB,6-0,"Upper Marlboro, MD",St. John's,311,Big 12,Big 12 Conference,Iowa State University,D-I,Iowa St.
11,Reaghan Larkin,Fr.,OH,6-2,"Brentwood, TN",Ravenwood,311,Big 12,Big 12 Conference,Iowa State University,D-I,Iowa St.
14,Nayeli Gonzalez,So.,OH,6-2,"San Antonio, TX",Cornerstone Christian,311,Big 12,Big 12 Conference,Iowa State University,D-I,Iowa St.
10,Rachel Van Gorp,Fr.,L,5-9,"Olathe, KS",Heritage Christian Academy,311,Big 12,Big 12 Conference,Iowa State University,D-I,Iowa St.
6,Shae Pearson,Fr.,MB,6-2,"Saint Charles, MO",Francis Howell Central,311,Big 12,Big 12 Conference,Iowa State University,D-I,Iowa St.
12,Emily Bobbitt,Fr.,S,5-10,"Clayton, NC",Corinth Holders,311,Big 12,Big 12 Conference,Iowa State University,D-I,Iowa St.
8,Anna Davis,Sr.,MH,6-1,"Castle Rock, CO",Valor Christian,312,Big Ten,Big Ten Conference,University of Iowa,D-I,Iowa
0,Joy Galles,Sr.,L,5-6,"Truckee, CA",Tahoe Truckee,312,Big Ten,Big Ten Conference,University of Iowa,D-I,Iowa
14,Gracie Gibson,Sr.,MH,6-1,"San Antonio, TX",Tom C. Clark,312,Big Ten,Big Ten Conference,University of Iowa,D-I,Iowa
15,Michelle Urquhart,Sr.,OH,6-0,"Virginia Beach, VA",Kempsville,312,Big Ten,Big Ten Conference,University of Iowa,D-I,Iowa
4,Claire Ammeraal,Jr.,S,6-2,"Madison, WI",Lafollette,312,Big Ten,Big Ten Conference,University of Iowa,D-I,Iowa
12,Hannah Whittingstall,So.,MH,6-2,"San Antonio, TX",Alamo Heights,312,Big Ten,Big Ten Conference,University of Iowa,D-I,Iowa
9,Gabby Deery,So.,OH,6-2,"Burlington, IA",Burlington Notre Dame,312,Big Ten,Big Ten Conference,University of Iowa,D-I,Iowa
10,Olivia Lombardi,Fr.,L,5-8,"Clive, IA",Des Moines Christian,312,Big Ten,Big Ten Conference,University of Iowa,D-I,Iowa
16,Emily Lavin,Fr.,OH,5-11,"Brookfield, WI",Brookfield Central,312,Big Ten,Big Ten Conference,University of Iowa,D-I,Iowa
39,Alyssa Worden,Fr.,OH,5-11,"Bartlett, IL",South Elgin,312,Big Ten,Big Ten Conference,University of Iowa,D-I,Iowa
22,Rosa Vesty,So.,MH,6-2,"Christchurch, New Zealand",Burnside,312,Big Ten,Big Ten Conference,University of Iowa,D-I,Iowa
5,Dominique Phills,Fr.,OH,6-1,"Pearland, TX",Dawson,312,Big Ten,Big Ten Conference,University of Iowa,D-I,Iowa
6,Hallie Steponaitis,Fr.,OH,6-1,"Crystal Lake, IL",Woodstock,312,Big Ten,Big Ten Conference,University of Iowa,D-I,Iowa
11,Jenna Meitzler,Fr.,S,6-1,"Barrington, IL",Barrington,312,Big Ten,Big Ten Conference,University of Iowa,D-I,Iowa
13,Jaimie Marquardt,Fr.,L,5-7,"Libertyville, IL",Libertyville,312,Big Ten,Big Ten Conference,University of Iowa,D-I,Iowa
18,Malu Garcia,Fr.,OH,6-1,"Hilo, HI",Moanalua,312,Big Ten,Big Ten Conference,University of Iowa,D-I,Iowa
24,Aleksandra Stojanovic,Fr.,MH,6-3,"Belgrade, Serbia",Sportska Gimnazija,312,Big Ten,Big Ten Conference,University of Iowa,D-I,Iowa
2,Kenya Prescott,Jr.,L,5-5,"Carroll, IA",Kuemper Catholic,312,Big Ten,Big Ten Conference,University of Iowa,D-I,Iowa
11,Alexis Williams,Sr.,OH,5-9,"Manvel, TX",Shadow Creek,314,SWAC,Southwestern Athletic Conf.,Jackson State University,D-I,Jackson St.
21,Jordan Jones,Sr.,MB,5-11,"Memphis, TN",Houston,314,SWAC,Southwestern Athletic Conf.,Jackson State University,D-I,Jackson St.
3,Trinity Bryant,Sr.,DS,5-4,"Dallas, TX",Lake Ridge,314,SWAC,Southwestern Athletic Conf.,Jackson State University,D-I,Jackson St.
10,Karys Dove,Jr.,S,5-8,"Austin, TX",Hendrickson,314,SWAC,Southwestern Athletic Conf.,Jackson State University,D-I,Jackson St.
13,Makenzie Washington,Jr.,RS,5-9,"Grand Prairie, TX",Lake Ridge,314,SWAC,Southwestern Athletic Conf.,Jackson State University,D-I,Jackson St.
17,Kymorah Carter,Jr.,DS,5-6,"Austin, TX",Cedar Park HS,314,SWAC,Southwestern Athletic Conf.,Jackson State University,D-I,Jackson St.
2,Jayden James,Sr.,OH,5-9,"Chandler, AZ",Basha,314,SWAC,Southwestern Athletic Conf.,Jackson State University,D-I,Jackson St.
16,Maya Reeves,So.,DS,5-7,"Upper Marlboro, MD",St. John's College,314,SWAC,Southwestern Athletic Conf.,Jackson State University,D-I,Jackson St.
12,Cierra Gilbert,Sr.,OH,6-0,"College Station, TX",A&M Consolidated High School,314,SWAC,Southwestern Athletic Conf.,Jackson State University,D-I,Jackson St.
5,Nyjha Marcelin,Sr.,RS,5-8,"Glendale, AZ",Centennial,314,SWAC,Southwestern Athletic Conf.,Jackson State University,D-I,Jackson St.
6,Naija Gadis,So.,S,5-7,"Indianapolis, IN",Brebeuf Jesuit Preparatory School,314,SWAC,Southwestern Athletic Conf.,Jackson State University,D-I,Jackson St.
1,Hope Briggs,So.,RS,6-0,"Cedar Hill, TX",DeSoto,314,SWAC,Southwestern Athletic Conf.,Jackson State University,D-I,Jackson St.
0,Kamiera Watkins,So.,MB,6-0,"Euless, TX",Euless Trinity,314,SWAC,Southwestern Athletic Conf.,Jackson State University,D-I,Jackson St.
20,Kyra Dove,So.,MB,5-11,"Pflugerville, TX",Hendrickson HS,314,SWAC,Southwestern Athletic Conf.,Jackson State University,D-I,Jackson St.
18,Kayla Troutman,Fr.,S,5-8,"Pembroke Pines, FL",Westminster Academy,314,SWAC,Southwestern Athletic Conf.,Jackson State University,D-I,Jackson St.
23,Janae Brown,Fr.,RS,5-8,"Apopka, FL",Dr. Phillips,314,SWAC,Southwestern Athletic Conf.,Jackson State University,D-I,Jackson St.
1,Ellie Garrett,Sr.,S,5-10,"Windsor, CO",Windsor HS,315,C-USA,Conference USA,Jacksonville State University,D-I,Jacksonville St.
6,Carley Lynch,Sr.,DS,5-7,"Hopewell Junction, NY",John Jay HS,315,C-USA,Conference USA,Jacksonville State University,D-I,Jacksonville St.
7,Brooklyn Schiffli,Sr.,DS,5-7,"Indianapolis, IN",Triton Central HS,315,C-USA,Conference USA,Jacksonville State University,D-I,Jacksonville St.
5,Kathryn Smith,Jr.,S,5-9,"Birmingham, AL",Oak Mountain HS,315,C-USA,Conference USA,Jacksonville State University,D-I,Jacksonville St.
14,Parker Phenicie,Jr.,DS,5-7,"New Washington, OH",Buckeye Central HS,315,C-USA,Conference USA,Jacksonville State University,D-I,Jacksonville St.
9,Luci Wilkinson,Jr.,DS,5-8,"Fairhope, AL",Bayside Academy,315,C-USA,Conference USA,Jacksonville State University,D-I,Jacksonville St.
20,Sanni Rantanen,Jr.,MB,6-3,"Tampere, Finland",Kourtane Sports High School,315,C-USA,Conference USA,Jacksonville State University,D-I,Jacksonville St.
11,Kaylee Moseley,Sr.,OH,5-11,"Tucson, AZ",Marana HS,315,C-USA,Conference USA,Jacksonville State University,D-I,Jacksonville St.
13,Ellie Fox,Jr.,S,5-8,"Louisville, KY",Eastern High School,315,C-USA,Conference USA,Jacksonville State University,D-I,Jacksonville St.
23,Madison Konopka,Jr.,DS,5-3,"Northbrook, IL",Glenbrook North,315,C-USA,Conference USA,Jacksonville State University,D-I,Jacksonville St.
16,Katelyn Crofts,Sr.,MB,6-1,"Gainesville, FL",The Rock,315,C-USA,Conference USA,Jacksonville State University,D-I,Jacksonville St.
10,Selin Sakiroglu,Fr.,OH,6-2,"Istanbul, Turkey",,315,C-USA,Conference USA,Jacksonville State University,D-I,Jacksonville St.
26,Hana Aiana,So.,MB,6-0,"Molokai, HI",Moanalua HS,315,C-USA,Conference USA,Jacksonville State University,D-I,Jacksonville St.
2,Kayla Williams,Jr.,OH,5-9,"Killeen, TX",Harker Heights,315,C-USA,Conference USA,Jacksonville State University,D-I,Jacksonville St.
4,Caty Havekost,Jr.,OH,6-2,"Arvada, CO",Faith Christian Academy,315,C-USA,Conference USA,Jacksonville State University,D-I,Jacksonville St.
8,Chloe Mittelstadt,Fr.,OPP,6-1,"Alabaster, AL",Thompson High School,315,C-USA,Conference USA,Jacksonville State University,D-I,Jacksonville St.
18,Izzy Whittaker,Fr.,OH,6-1,"Grand Haven, MI",Grand Haven High School,315,C-USA,Conference USA,Jacksonville State University,D-I,Jacksonville St.
17,D'Yanna Spicer,Fr.,MB,6-1,"Spring Hill, FL",Bishop McLaughlin Catholic High School,315,C-USA,Conference USA,Jacksonville State University,D-I,Jacksonville St.
17,Emily Hodsdon,Sr.,S,5-11,"Alpharetta, GA",Alpharetta,316,ASUN,Atlantic Sun Conference,Jacksonville University,D-I,Jacksonville
10,Cami Kelsay,Jr.,OH,5-10,"Franklin, IN",Franklin Community HS,316,ASUN,Atlantic Sun Conference,Jacksonville University,D-I,Jacksonville
22,Myah Robinson,Jr.,OPP,6-3,"Garland, TX",Lakeview Central HS,316,ASUN,Atlantic Sun Conference,Jacksonville University,D-I,Jacksonville
23,Madison Clark,Jr.,MB,6-3,"Belvidere, IL",Belvidere North HS,316,ASUN,Atlantic Sun Conference,Jacksonville University,D-I,Jacksonville
4,Lizzie Kitchen,Jr.,MB,6-1,"Novi, MI",Mercy HS,316,ASUN,Atlantic Sun Conference,Jacksonville University,D-I,Jacksonville
20,Kristina Nika,Jr.,L/DS,5-5,"Jacksonville, FL",Bishop Kenny HS,316,ASUN,Atlantic Sun Conference,Jacksonville University,D-I,Jacksonville
9,Lauren Young,Jr.,S,5-11,"Delaware, OH",Olentangy Berlin HS,316,ASUN,Atlantic Sun Conference,Jacksonville University,D-I,Jacksonville
13,Lauren Nelson,Jr.,OH,6-0,"St. Simons Island, GA",Mountain View HS,316,ASUN,Atlantic Sun Conference,Jacksonville University,D-I,Jacksonville
16,Breanna McDonough,So.,RS,5-10,"Tampa, FL",Berkeley Preparatory School,316,ASUN,Atlantic Sun Conference,Jacksonville University,D-I,Jacksonville
5,Sofia Rampazzo,Sr.,OH,6-0,"Padova, Italy",Istituto Barbarigo,316,ASUN,Atlantic Sun Conference,Jacksonville University,D-I,Jacksonville
6,Jamie Seward,Jr.,RS,5-10,"Sweet Home, OR",Sweet Home HS,316,ASUN,Atlantic Sun Conference,Jacksonville University,D-I,Jacksonville
3,Meredith Mrukowski,So.,L,6-0,"Powell, OH",Oletangy Liberty HS,316,ASUN,Atlantic Sun Conference,Jacksonville University,D-I,Jacksonville
7,Alija Heins,So.,MB,6-1,"Gifhorn, Germany",Schul- und Leistungssportzentrum Berlin,316,ASUN,Atlantic Sun Conference,Jacksonville University,D-I,Jacksonville
18,Callie Kasun,So.,L,5-7,"Dublin, OH",Bishop Watterson HS,316,ASUN,Atlantic Sun Conference,Jacksonville University,D-I,Jacksonville
8,Claire Mrukowski,So.,OH,6-0,"Powell, OH",Oletangy Liberty HS,316,ASUN,Atlantic Sun Conference,Jacksonville University,D-I,Jacksonville
0,Emily Collings,Fr.,S,5-5,"Jacksonville, FL",Providence,316,ASUN,Atlantic Sun Conference,Jacksonville University,D-I,Jacksonville
1,Elle Kennedy,Fr.,L/DS,5-5,"Sheboygan Falls, WI",Howards Grove,316,ASUN,Atlantic Sun Conference,Jacksonville University,D-I,Jacksonville
2,Amina Dervisevic,Fr.,MB,6-0,"Lincolnwood, IL",Niles West,316,ASUN,Atlantic Sun Conference,Jacksonville University,D-I,Jacksonville
11,Haley Yount,Fr.,S,6-2,"Saint Louis, MO",Northwest,316,ASUN,Atlantic Sun Conference,Jacksonville University,D-I,Jacksonville
15,Ana Tobar,Fr.,OH,5-9,"Miami, FL",St. Brendan,316,ASUN,Atlantic Sun Conference,Jacksonville University,D-I,Jacksonville
10,Miëtte Veldman,Sr.,OH,5-10,"Daleville, VA",Lord Botetourt,317,SBC,Sun Belt Conference,James Madison University,D-I,James Madison
13,Savanah Cockrill,Sr.,MB,6-0,"Centreville, VA",Westfield,317,SBC,Sun Belt Conference,James Madison University,D-I,James Madison
1,Jaydyn Clemmer,Sr.,DS,5-7,"Lexington, VA",Rockbridge County,317,SBC,Sun Belt Conference,James Madison University,D-I,James Madison
14,Annie Smith,Sr.,MB,6-1,"Jupiter, FL",The King's Academy,317,SBC,Sun Belt Conference,James Madison University,D-I,James Madison
17,Madilyn O'Toole,Sr.,DS,5-8,"Louisville, KY",Assumption,317,SBC,Sun Belt Conference,James Madison University,D-I,James Madison
7,Emma Klanica,Sr.,RS,6-1,"West Chester, PA",West Chester Rustin,317,SBC,Sun Belt Conference,James Madison University,D-I,James Madison
20,Melisa Ilter,So.,RS,6-5,"Bursa, Turkey",,317,SBC,Sun Belt Conference,James Madison University,D-I,James Madison
2,Grace Wenrich,Jr.,S,5-9,"Watkinsville, GA",Oconee County,317,SBC,Sun Belt Conference,James Madison University,D-I,James Madison
5,Julia McNeley,Jr.,L/DS,5-9,"Louisville, KY",Sacred Heart,317,SBC,Sun Belt Conference,James Madison University,D-I,James Madison
16,Bre Reid,Jr.,OH,5-10,"Georgetown, DE",Sussex Central,317,SBC,Sun Belt Conference,James Madison University,D-I,James Madison
3,Olivia Vance,So.,OH,5-11,"Bixby, OK",Bixby,317,SBC,Sun Belt Conference,James Madison University,D-I,James Madison
12,Rebecca Watkins,So.,S,6-0,"Roswell, GA",Lassiter,317,SBC,Sun Belt Conference,James Madison University,D-I,James Madison
4,Sara Sykes,Fr.,DS,5-2,"Gilbert, SC",Lexington High School,317,SBC,Sun Belt Conference,James Madison University,D-I,James Madison
9,Ayen Nhial,Fr.,MB,6-2,"Louisville, KY",Seneca High School,317,SBC,Sun Belt Conference,James Madison University,D-I,James Madison
11,Sarah Schnell,Fr.,RS,6-3,"Pembroke Pines, FL",Pembroke High School,317,SBC,Sun Belt Conference,James Madison University,D-I,James Madison
19,Jordan Smart,Fr.,S,5-8,"Winston Salem, NC",Ronald Wilson High School,317,SBC,Sun Belt Conference,James Madison University,D-I,James Madison
1,Liz Gregorski,Sr.,OH,5-11,"Appleton, WI",Xavier,327,Big 12,Big 12 Conference,Kansas State University,D-I,Kansas St.
15,Izzi Szulczewski,Sr.,S,5-7,"Beaverton, OR",Mountainside,327,Big 12,Big 12 Conference,Kansas State University,D-I,Kansas St.
12,Meg Brown,Sr.,OPP,6-3,"Santa Ana, CA",Mater Dei HS,327,Big 12,Big 12 Conference,Kansas State University,D-I,Kansas St.
2,Aliyah Carter,Sr.,OH,5-9,"Dubuque, IA",Wahlert Catholic,327,Big 12,Big 12 Conference,Kansas State University,D-I,Kansas St.
21,Jordyn Williams,Jr.,MB,6-2,"Lantana, TX",John H. Guyer,327,Big 12,Big 12 Conference,Kansas State University,D-I,Kansas St.
16,Ella Larkin,So.,L/DS,5-10,"Maize, KS",Bishop Carroll Catholic,327,Big 12,Big 12 Conference,Kansas State University,D-I,Kansas St.
3,Molly Ramsey,Sr.,L/DS,5-4,"Roca, NE",Norris,327,Big 12,Big 12 Conference,Kansas State University,D-I,Kansas St.
5,Aniya Clinton,So.,OH,6-2,"Midland, TX",Midland,327,Big 12,Big 12 Conference,Kansas State University,D-I,Kansas St.
11,Ava LeGrand,Jr.,S,6-0,"Papillion, NE",Papillion-La Vista South,327,Big 12,Big 12 Conference,Kansas State University,D-I,Kansas St.
14,Shaylee Myers,Jr.,OH,6-0,"Lincoln, NE",Lincoln Southwest,327,Big 12,Big 12 Conference,Kansas State University,D-I,Kansas St.
18,Brenna Schmidt,Jr.,MB,6-6,"Eagle, NE",Elmwood-Murdock,327,Big 12,Big 12 Conference,Kansas State University,D-I,Kansas St.
7,Symone Sims,So.,L/DS,5-5,"Frisco, TX",Lebanon Trail,327,Big 12,Big 12 Conference,Kansas State University,D-I,Kansas St.
9,Lauren Schneider,So.,OH,5-9,"Corinth, TX",Guyer,327,Big 12,Big 12 Conference,Kansas State University,D-I,Kansas St.
0,Makinsey Jones,So.,MB,6-1,"Topeka, KS",Topeka West,327,Big 12,Big 12 Conference,Kansas State University,D-I,Kansas St.
4,Reagan Fox,So.,OH,6-2,"Kansas City, MO",St. Teresa's Academy,327,Big 12,Big 12 Conference,Kansas State University,D-I,Kansas St.
47,Alyss Kelly,Fr.,L/DS,5-4,"Lake Stevens, WA",Lake Stevens,327,Big 12,Big 12 Conference,Kansas State University,D-I,Kansas St.
30,Tatum Tindall,Fr.,MB,6-1,"Manhattan, KS",Manhattan,327,Big 12,Big 12 Conference,Kansas State University,D-I,Kansas St.
13,Emerson Van Lannen,Fr.,S,5-11,"Kimberly, WI",Appleton North,327,Big 12,Big 12 Conference,Kansas State University,D-I,Kansas St.
17,Ayah Elnady,Sr.,OH,5-10,"Cairo, Egypt",Ramses College for Girls,328,Big 12,Big 12 Conference,University of Kansas,D-I,Kansas
11,Toyosi Onabanjo,Sr.,MB,6-1,"Houston, TX",St. Agnes Academy,328,Big 12,Big 12 Conference,University of Kansas,D-I,Kansas
14,Caroline Bien,Sr.,OH,6-0,"Overland Park, KS",Saint Thomas Aquinas,328,Big 12,Big 12 Conference,University of Kansas,D-I,Kansas
21,London Davis,Sr.,OH,6-0,"Galena, OH",Olentangy Orange,328,Big 12,Big 12 Conference,University of Kansas,D-I,Kansas
22,Camryn Turner,Sr.,S,5-8,"Topeka, KS",Seaman,328,Big 12,Big 12 Conference,University of Kansas,D-I,Kansas
5,Bryn McGehe,Jr.,DS,5-6,"Platte City, MO",Platte County,328,Big 12,Big 12 Conference,University of Kansas,D-I,Kansas
4,Rhian Swanson,Jr.,OH,6-2,"Mcpherson, KS",McPherson,328,Big 12,Big 12 Conference,University of Kansas,D-I,Kansas
7,Katie Dalton,Jr.,S,6-1,"Parker, CO",Chaparral,328,Big 12,Big 12 Conference,University of Kansas,D-I,Kansas
20,Brynn Kirsch,Jr.,L/DS,5-8,"Sioux Falls, SD",Lincoln,328,Big 12,Big 12 Conference,University of Kansas,D-I,Kansas
19,Molly McCarthy,So.,L/DS,5-11,"Rancho Mirage, CA",Palm Desert,328,Big 12,Big 12 Conference,University of Kansas,D-I,Kansas
3,Raegan Burns,So.,L/DS,5-5,"Lafayette, IN",McCutcheon,328,Big 12,Big 12 Conference,University of Kansas,D-I,Kansas
15,Ellie Schneider,So.,MB,6-5,"Metairie, LA",Metairie Country Day,328,Big 12,Big 12 Conference,University of Kansas,D-I,Kansas
24,Aisha Aiono,So.,MB,6-3,"Liberty, MO",Liberty,328,Big 12,Big 12 Conference,University of Kansas,D-I,Kansas
1,Grace Nelson,Fr.,OH,6-1,"River Forest, IL",River Forest,328,Big 12,Big 12 Conference,University of Kansas,D-I,Kansas
2,Kenzie Dean,Fr.,OH,6-3,"Johnston, IA",Dowling Catholic,328,Big 12,Big 12 Conference,University of Kansas,D-I,Kansas
8,Ellie Moore,Fr.,S,5-9,"Darien, CT",Darien,328,Big 12,Big 12 Conference,University of Kansas,D-I,Kansas
10,Reese Ptacek,Fr.,MB,6-3,"Prescott, WI",Prescott,328,Big 12,Big 12 Conference,University of Kansas,D-I,Kansas
12,Heidi Devers,Fr.,L/DS,5-4,"Olathe, KS",Saint James Academy,328,Big 12,Big 12 Conference,University of Kansas,D-I,Kansas
13,Zoey Burgess,Fr.,MB,6-4,"Alpine, UT",Lone Peak,328,Big 12,Big 12 Conference,University of Kansas,D-I,Kansas
13,Breanna Burrell,Sr.,OH,5-11,"Kingwood, TX",,331,MAC,Mid-American Conference,Kent State University,D-I,Kent St.
16,Chelsea Harvey,Sr.,S,5-10,"Collegeville, PA",,331,MAC,Mid-American Conference,Kent State University,D-I,Kent St.
12,Anna Shoemake,Sr.,OH,6-4,"Dayton, OH",Beavercreek,331,MAC,Mid-American Conference,Kent State University,D-I,Kent St.
17,Alexandria Connatser,So.,MB,6-2,"Tampa, FL",H.B. Plant,331,MAC,Mid-American Conference,Kent State University,D-I,Kent St.
11,Mackenzie McGuire,Jr.,OH,6-2,"Broken Arrow, OK",Broken Arrow,331,MAC,Mid-American Conference,Kent State University,D-I,Kent St.
20,Kendall White,Jr.,S,6-0,"Gahanna, OH",Gahanna Lincoln,331,MAC,Mid-American Conference,Kent State University,D-I,Kent St.
9,Karina Salinas,Sr.,OH,5-8,"Mission, TX",Veterans Memorial,331,MAC,Mid-American Conference,Kent State University,D-I,Kent St.
15,Logan Henderson,So.,OH,5-11,"Charlotte, NC",Hopewell,331,MAC,Mid-American Conference,Kent State University,D-I,Kent St.
14,Tylee Fuller,Sr.,L,5-10,"Lehi, UT",Skyridge,331,MAC,Mid-American Conference,Kent State University,D-I,Kent St.
1,Greta Bolognini,Jr.,L/DS,5-8,"Bergamo, Italy",,331,MAC,Mid-American Conference,Kent State University,D-I,Kent St.
2,Avrey Rigney,Fr.,OH,6-2,"Richmond, KY",Madison Central,331,MAC,Mid-American Conference,Kent State University,D-I,Kent St.
3,Kaelynn Burge,Fr.,S,5-8,"Frederick, MD",Urbana,331,MAC,Mid-American Conference,Kent State University,D-I,Kent St.
4,Hailey Brenner,Fr.,DS,5-8,"Miami, FL",Gulliver Prep,331,MAC,Mid-American Conference,Kent State University,D-I,Kent St.
5,Lesley Furuta,Fr.,L/DS,5-6,"Columbus, OH",Bishop Watterson,331,MAC,Mid-American Conference,Kent State University,D-I,Kent St.
6,Liliana Mechura,So.,MB,6-1,"Lakeway, TX",,331,MAC,Mid-American Conference,Kent State University,D-I,Kent St.
8,Nadia Miller,Fr.,MB,6-0,"Bowling Green, OH",Eastwood,331,MAC,Mid-American Conference,Kent State University,D-I,Kent St.
10,Ava Troyer,Fr.,MB,6-2,"Dundee, OH",Hiland,331,MAC,Mid-American Conference,Kent State University,D-I,Kent St.
3,Delaney Hogan,Sr.,MB,6-0,"Fort Wayne, IN",Bishop Dwenger,334,SEC,Southeastern Conference,University of Kentucky,D-I,Kentucky
6,Eleanor Beavin,Sr.,L/DS,5-5,"Louisville, KY",Mercy,334,SEC,Southeastern Conference,University of Kentucky,D-I,Kentucky
4,Emma Grome,Sr.,S,5-9,"Loveland, OH",St. Ursula,334,SEC,Southeastern Conference,University of Kentucky,D-I,Kentucky
13,Erin Lamb,Sr.,OH,6-3,"Stewartville, MN",Stewartville,334,SEC,Southeastern Conference,University of Kentucky,D-I,Kentucky
18,Lane Jenkins,Sr.,S,5-9,"Versailles, KY",Lafayette,334,SEC,Southeastern Conference,University of Kentucky,D-I,Kentucky
1,Megan Wilson,Sr.,OH,6-4,"Kingwood, TX",Kingwood,334,SEC,Southeastern Conference,University of Kentucky,D-I,Kentucky
7,Haley Melby,Jr.,OH,6-2,"Munster, IN",Munster,334,SEC,Southeastern Conference,University of Kentucky,D-I,Kentucky
2,Ava Sarafa,Fr.,S,6-0,"Bloomfield Hills, MI",Marian,334,SEC,Southeastern Conference,University of Kentucky,D-I,Kentucky
5,Jordyn Dailey,Fr.,MB,6-2,"Franklinton, NC",NC Academy for Learning and Enrichment,334,SEC,Southeastern Conference,University of Kentucky,D-I,Kentucky
