team_name,team_short,conference_name,conference_short,level,division,sportRegion,school_athletic_url
University of Wisconsin-Oshkosh,Wis.-Oshkosh,Wisconsin Intercollegiate Athletic Conference,WIAC,NCAA Women,III,REGION VIII,www.uwoshkoshtitans.com
University of Wisconsin-Parkside,Wis.-Parkside,Great Lakes Intercollegiate Athletic Conference,GLIAC,NCAA Women,II,MIDWEST REGION,www.parksiderangers.com
University of Wisconsin-Platteville,Wis.-Platteville,Wisconsin Intercollegiate Athletic Conference,WIAC,NCAA Women,III,REGION VIII,www.letsgopioneers.com
University of Wisconsin-River Falls,UW-River Falls,Wisconsin Intercollegiate Athletic Conference,WIAC,NCAA Women,III,REGION VIII,www.uwrfsports.com
University of Wisconsin-Stevens Point,Wis.-Stevens Point,Wisconsin Intercollegiate Athletic Conference,WIAC,NCAA Women,III,REGION VIII,athletics.uwsp.edu
University of Wisconsin-Stout,Wis.-Stout,Wisconsin Intercollegiate Athletic Conference,WIAC,NCAA Women,III,REGION VIII,stoutbluedevils.com
University of Wisconsin-Superior,Wis.-Superior,Upper Midwest Athletic Conference,UMAC,NCAA Women,III,REGION IX,www.uwsyellowjackets.com
University of Wisconsin-Whitewater,Wis.-Whitewater,Wisconsin Intercollegiate Athletic Conference,WIAC,NCAA Women,III,REGION VIII,www.uwwsports.com
Wittenberg University,Wittenberg,North Coast Athletic Conference,NCAC,NCAA Women,III,REGION VII,www.wittenbergtigers.com
Wofford College,Wofford,Southern Conference,SoCon,NCAA Women,I,SOUTHEAST REGION,www.wofford.edu/athletics
The College of Wooster,Wooster,North Coast Athletic Conference,NCAC,NCAA Women,III,REGION VII,www.woosterathletics.com
Worcester Polytechnic Institute,WPI,New England Women's and Men's Athletic Conference,NEWMAC,NCAA Women,III,REGION II,athletics.wpi.edu
Worcester State University,Worcester St.,Massachusetts State Collegiate Athletic Conference,MASCAC,NCAA Women,III,REGION II,www.wsulancers.com
Wright State University,Wright St.,Horizon League,Horizon,NCAA Women,I,MIDWEST REGION,www.wsuraiders.com
University of Wyoming,Wyoming,Mountain West Conference,Mountain West,NCAA Women,I,WEST REGION,www.gowyo.com
Xavier University,Xavier,Big East Conference,Big East,NCAA Women,I,MIDWEST REGION,www.goxavier.com
Yale University,Yale,The Ivy League,Ivy League,NCAA Women,I,EAST REGION,www.yalebulldogs.com
Yeshiva University,Yeshiva,Skyline Conference,Skyline,NCAA Women,III,REGION III,www.yumacs.com
York College (Pennsylvania),York (PA),Middle Atlantic Conference Commonwealth,MAC Commonwealth,NCAA Women,III,REGION V,www.ycpspartans.com
York College (New York),York (NY),City University of New York Athletic Conference,CUNYAC,NCAA Women,III,REGION IV,www.yorkathletics.com
Young Harris College,Young Harris,Conference Carolinas,Conference Carolinas,NCAA Women,II,SOUTHEAST REGION,www.yhcathletics.com
Youngstown State University,Youngstown St.,Horizon League,Horizon,NCAA Women,I,MIDWEST REGION,www.ysusports.com
University of Wisconsin-Madison,Wisconsin,Big Ten Conference,Big Ten,NCAA Women,I,MIDWEST REGION,www.uwbadgers.com
University of Wisconsin-La Crosse,Wis.-La Crosse,Wisconsin Intercollegiate Athletic Conference,WIAC,NCAA Women,III,REGION VIII,www.uwlathletics.com
University of Wisconsin-Green Bay,Green Bay,Horizon League,Horizon,NCAA Women,I,MIDWEST REGION,greenbayphoenix.com
University of Wisconsin-Eau Claire,Wis.-Eau Claire,Wisconsin Intercollegiate Athletic Conference,WIAC,NCAA Women,III,REGION VIII,www.blugolds.com
Westmont College,Westmont,Pacific West Conference,PacWest,NCAA Women,II,WEST REGION,athletics.westmont.edu
Wheaton College (Illinois),Wheaton (IL),College Conference of Illinois & Wisconsin,CCIW,NCAA Women,III,REGION VIII,athletics.wheaton.edu
Wheaton College (Massachusetts),Wheaton (MA),New England Women's and Men's Athletic Conference,NEWMAC,NCAA Women,III,REGION II,https://wheatoncollegelyons.com/
Wheeling University,Wheeling,Mountain East Conference,MEC,NCAA Women,II,ATLANTIC REGION,wucardinals.com/
Whitman College,Whitman,Northwest Conference,NWC,NCAA Women,III,REGION X,https://www.whitman.edu/athletics
Whittier College,Whittier,Southern California Intercollegiate Athletic Conf.,SCIAC,NCAA Women,III,REGION X,www.wcpoets.com
Whitworth University,Whitworth,Northwest Conference,NWC,NCAA Women,III,REGION X,www.whitworthpirates.com
Wichita State University,Wichita St.,American Athletic Conference,The American,NCAA Women,I,SOUTHEAST REGION,www.goshockers.com
Widener University,Widener,Middle Atlantic Conference Commonwealth,MAC Commonwealth,NCAA Women,III,REGION V,www.widenerpride.com
Wilkes University,Wilkes,Landmark Conference,Landmark,NCAA Women,III,REGION V,www.gowilkesu.com
Willamette University,Willamette,Northwest Conference,NWC,NCAA Women,III,REGION X,willamette.prestosports.com/landing/index
Westminster College (Pennsylvania),Westminster (PA),Presidents' Athletic Conference,PAC,NCAA Women,III,REGION VII,www.westminster.edu/athletics/
William & Mary,William & Mary,Coastal Athletic Association,CAA,NCAA Women,I,EAST REGION,www.tribeathletics.com
William Paterson University of New Jersey,Wm. Paterson,New Jersey Athletic Conference,NJAC,NCAA Women,III,REGION IV,www.wpupioneers.com
William Peace University,William Peace,USA South Athletic Conference,USA South,NCAA Women,III,REGION VI,www.gopeacepacers.com
Williams College,Williams,New England Small College Athletic Conference,NESCAC,NCAA Women,III,REGION I,ephsports.williams.edu/
Wilmington University (Delaware),Wilmington (DE),Central Atlantic Collegiate Conference,CACC,NCAA Women,II,EAST REGION,athletics.wilmu.edu/landing/index
Wilmington College (Ohio),Wilmington (OH),Ohio Athletic Conference,OAC,NCAA Women,III,REGION VII,www.wilmington.edu/athletics
Wilson College,Wilson,United East Conference,United East,NCAA Women,III,REGION IV,www.wilsonphoenix.com
Wingate University,Wingate,South Atlantic Conference,SAC,NCAA Women,II,SOUTHEAST REGION,wingatebulldogs.com
Winona State University,Winona St.,Northern Sun Intercollegiate Conference,NSIC,NCAA Women,II,CENTRAL REGION,www.winonastatewarriors.com
Winston-Salem State University,Winston-Salem,Central Intercollegiate Athletic Association,CIAA,NCAA Women,II,ATLANTIC REGION,wssurams.com
Winthrop University,Winthrop,Big South Conference,Big South,NCAA Women,I,SOUTHEAST REGION,www.winthropeagles.com
Wisconsin Lutheran College,Wis. Lutheran,Northern Athletics Collegiate Conference,NACC,NCAA Women,III,REGION VIII,www.wlcsports.com/landing/index
William Jewell College,William Jewell,Great Lakes Valley Conference,GLVC,NCAA Women,II,MIDWEST REGION,www.jewellcardinals.com
Southwestern Oklahoma State University,Southwestern Okla.,Great American Conference,GAC,NCAA Women,II,CENTRAL REGION,www.swosuathletics.com
Valparaiso University,Valparaiso,Missouri Valley Conference,MVC,NCAA Women,I,MIDWEST REGION,www.valpoathletics.com
Valdosta State University,Valdosta St.,Gulf South Conference,Gulf South,NCAA Women,II,SOUTH REGION,www.vstateblazers.com
St. Thomas Aquinas College,St. Thomas Aquinas,East Coast Conference,ECC,NCAA Women,II,EAST REGION,https://www.stacathletics.com/landing/index
University of St. Thomas (Minnesota),St. Thomas (MN),The Summit League,Summit League,NCAA Women,I,,www.Tommiesports.com
Saint Vincent College,Saint Vincent,Presidents' Athletic Conference,PAC,NCAA Women,III,REGION VII,www.athletics.stvincent.edu
Stanford University,Stanford,Atlantic Coast Conference,ACC,NCAA Women,I,WEST REGION,gostanford.com/
Stephen F. Austin State University,SFA,Southland Conference,Southland,NCAA Women,I,WEST REGION,SFAjacks.com
Stetson University,Stetson,Atlantic Sun Conference,ASUN,NCAA Women,I,SOUTHEAST REGION,www.gohatters.com
Stevens Institute of Technology,Stevens,Middle Atlantic Conference Freedom,MAC Freedom,NCAA Women,III,REGION IV,www.stevensducks.com
Stevenson University,Stevenson,Middle Atlantic Conference Commonwealth,MAC Commonwealth,NCAA Women,III,REGION V,www.gomustangsports.com
Stockton University,Stockton,New Jersey Athletic Conference,NJAC,NCAA Women,III,REGION IV,www.stocktonathletics.com
Stonehill College,Stonehill,Northeast Conference,NEC,NCAA Women,I,SOUTH REGION,www.stonehillskyhawks.com
Stony Brook University,Stony Brook,Coastal Athletic Association,CAA,NCAA Women,I,EAST REGION,stonybrookathletics.com
Suffolk University,Suffolk,Conference of New England,CNE,NCAA Women,III,REGION II,www.gosuffolkrams.com
Sul Ross State University,Sul Ross St.,Lone Star Conference,Lone Star,NCAA Women,II,SOUTH CENTRAL REGION,www.srlobos.com
State University of New York at Old Westbury,Old Westbury,Skyline Conference,Skyline,NCAA Women,III,REGION III,www.oldwestburypanthers.com
Swarthmore College,Swarthmore,Centennial Conference,Centennial,NCAA Women,III,REGION V,https://swarthmoreathletics.com/
Syracuse University,Syracuse,Atlantic Coast Conference,ACC,NCAA Women,I,EAST REGION,cuse.com
University of Tampa,Tampa,Sunshine State Conference,Sunshine State,NCAA Women,II,SOUTH REGION,https://www.tampaspartans.com/landing/index
Tarleton State University,Tarleton St.,Western Athletic Conference,WAC,NCAA Women,I,,tarletonsports.com
Temple University,Temple,American Athletic Conference,The American,NCAA Women,I,SOUTHEAST REGION,www.owlsports.com
Tennessee State University,Tennessee St.,Ohio Valley Conference,OVC,NCAA Women,I,SOUTH REGION,www.tsutigers.com
Tennessee Technological University,Tennessee Tech,Ohio Valley Conference,OVC,NCAA Women,I,SOUTH REGION,www.TTUsports.com/
University of Tennessee at Chattanooga,Chattanooga,Southern Conference,SoCon,NCAA Women,I,SOUTHEAST REGION,www.gomocs.com
"University of Tennessee, Knoxville",Tennessee,Southeastern Conference,SEC,NCAA Women,I,SOUTHEAST REGION,www.utsports.com
University of St. Thomas (Texas),St. Thomas (TX),Southern Collegiate Athletic Conference,SCAC,NCAA Women,III,REGION X,www.ustcelts.com
The College of St. Scholastica,St. Scholastica,Minnesota Intercollegiate Athletic Conference,MIAC,NCAA Women,III,REGION IX,www.csssaints.com
Saint Peter's University,Saint Peter's,Metro Atlantic Athletic Conference,MAAC,NCAA Women,I,EAST REGION,www.saintpeterspeacocks.com
St. Olaf College,St. Olaf,Minnesota Intercollegiate Athletic Conference,MIAC,NCAA Women,III,REGION IX,athletics.stolaf.edu
Spalding University,Spalding,St. Louis Intercollegiate Athletic Conference,SLIAC,NCAA Women,III,REGION VIII,www.spaldingathletics.com
Spring Hill College,Spring Hill,Southern Intercol. Ath. Conf.,SIAC,NCAA Women,II,SOUTH REGION,www.shcbadgers.com
Springfield College,Springfield,New England Women's and Men's Athletic Conference,NEWMAC,NCAA Women,III,REGION II,springfield.edu/directory/athletics
Saint Anselm College,St. Anselm,Northeast-10 Conference,NE10,NCAA Women,II,EAST REGION,www.saintanselmhawks.com
Saint Augustine's University,Saint Augustine's,Central Intercollegiate Athletic Association,CIAA,NCAA Women,II,ATLANTIC REGION,www.saintaugfalcons.com/index.aspx
St. Catherine University,St. Catherine,Minnesota Intercollegiate Athletic Conference,MIAC,NCAA Women,III,REGION IX,www.stkatesathletics.com/index.aspx
St. Cloud State University,St. Cloud St.,Northern Sun Intercollegiate Conference,NSIC,NCAA Women,II,CENTRAL REGION,www.stcloudstate.edu/athletics
St. Edward's University,St. Edward's,Lone Star Conference,Lone Star,NCAA Women,II,SOUTH CENTRAL REGION,gohilltoppers.com
Saint Francis University ,Saint Francis,Northeast Conference,NEC,NCAA Women,I,EAST REGION,www.sfuathletics.com
St. John Fisher University,St. John Fisher,Empire 8,Empire 8,NCAA Women,III,REGION III,www.sjfathletics.com
St. John's University (New York),St. John's (NY),Big East Conference,Big East,NCAA Women,I,MIDWEST REGION,www.redstormsports.com
University of Tennessee at Martin,UT Martin,Ohio Valley Conference,OVC,NCAA Women,I,SOUTH REGION,www.utmsports.com
St. Joseph's University NY (Brooklyn),St. Joseph's (Brkln),Skyline Conference,Skyline,NCAA Women,III,REGION III,sjbkathletics.com/landing/index
St. Lawrence University,St. Lawrence,Liberty League,Liberty League,NCAA Women,III,REGION III,www.saintsathletics.com
Saint Leo University,Saint Leo,Sunshine State Conference,Sunshine State,NCAA Women,II,SOUTH REGION,www.saintleolions.com
Saint Louis University,Saint Louis,Atlantic 10 Conference,Atlantic 10,NCAA Women,I,EAST REGION,www.slubillikens.com
Saint Martin's University,Saint Martin's,Great Northwest Athletic Conference,Great Northwest,NCAA Women,II,WEST REGION,www.smusaints.com
Saint Mary's University of Minnesota,Saint Mary's (MN),Minnesota Intercollegiate Athletic Conference,MIAC,NCAA Women,III,REGION IX,www.saintmaryssports.com
St. Mary's University (Texas),St. Mary's (TX),Lone Star Conference,Lone Star,NCAA Women,II,SOUTH CENTRAL REGION,www.rattlerathletics.com
Saint Mary's College of California,Saint Mary's (CA),West Coast Conference,WCC,NCAA Women,I,WEST REGION,www.SMCGaels.com
Saint Mary's College (Indiana),St. Mary's (IN),Michigan Intercol. Ath. Assn.,Michigan Intercol. Ath. Assn.,NCAA Women,III,REGION VII,belles.saintmarys.edu
St. Mary's College of Maryland,St. Mary's (MD),United East Conference,United East,NCAA Women,III,REGION IV,www.smcmathletics.com
Saint Michael's College,Saint Michael's,Northeast-10 Conference,NE10,NCAA Women,II,EAST REGION,www.smcathletics.com
St. Norbert College,St. Norbert,Northern Athletics Collegiate Conference,NACC,NCAA Women,III,REGION VIII,athletics.snc.edu
"St. Joseph's University, New York L.I.",St. Joseph's (L.I.),Skyline Conference,Skyline,NCAA Women,III,REGION III,www.sjliathletics.com
University of Valley Forge,Valley Forge,United East Conference,United East,NCAA Women,III,REGION IV,uvfpatriots.com
"Texas A&M University, College Station",Texas A&M,Southeastern Conference,SEC,NCAA Women,I,SOUTHEAST REGION,www.12thman.com
Texas A&M University-Corpus Christi,A&M-Corpus Christi,Southland Conference,Southland,NCAA Women,I,SOUTH REGION,www.goislanders.com
Troy University,Troy,Sun Belt Conference,Sun Belt,NCAA Women,I,SOUTH REGION,troytrojans.com
Truman State University,Truman St.,Great Lakes Valley Conference,GLVC,NCAA Women,II,MIDWEST REGION,www.trumanbulldogs.com
Tufts University,Tufts,New England Small College Athletic Conference,NESCAC,NCAA Women,III,REGION I,www.gotuftsjumbos.com/landing/index
Tulane University,Tulane,American Athletic Conference,The American,NCAA Women,I,SOUTHEAST REGION,www.tulanegreenwave.com
The University of Tulsa,Tulsa,American Athletic Conference,The American,NCAA Women,I,SOUTHEAST REGION,www.tulsahurricane.com
New Mexico State University,New Mexico St.,Conference USA,CUSA,NCAA Women,I,SOUTH REGION,www.nmstatesports.com
Tuskegee University,Tuskegee,Southern Intercol. Ath. Conf.,SIAC,NCAA Women,II,SOUTH REGION,www.goldentigersports.com/
U.S. Air Force Academy,Air Force,Mountain West Conference,Mountain West,NCAA Women,I,WEST REGION,www.goairforcefalcons.com/
U.S. Coast Guard Academy,Coast Guard,New England Women's and Men's Athletic Conference,NEWMAC,NCAA Women,III,REGION II,https://coastguardathletics.com/index.aspx
U.S. Merchant Marine Academy,Merchant Marine,Skyline Conference,Skyline,NCAA Women,III,REGION III,usmmasports.com
U.S. Military Academy,Army West Point,Patriot League,Patriot,NCAA Women,I,EAST REGION,goarmywestpoint.com/index.aspx
U.S. Naval Academy,Navy,Patriot League,Patriot,NCAA Women,I,EAST REGION,www.navysports.com
Union College (New York),Union (NY),Liberty League,Liberty League,NCAA Women,III,REGION III,www.unionathletics.com/
Union University,Union (TN),Gulf South Conference,Gulf South,NCAA Women,II,SOUTH REGION,www.uuathletics.com
The University of Olivet ,Olivet,Michigan Intercol. Ath. Assn.,Michigan Intercol. Ath. Assn.,NCAA Women,III,REGION VII,www.olivetcomets.com
Upper Iowa University,Upper Iowa,Great Lakes Valley Conference,GLVC,NCAA Women,II,MIDWEST REGION,uiupeacocks.com/
Ursinus College,Ursinus,Centennial Conference,Centennial,NCAA Women,III,REGION V,www.ursinusathletics.com
Ursuline College,Ursuline,Great Midwest Athletic Conference,G-MAC,NCAA Women,II,MIDWEST REGION,www.ursulinearrows.com
University of Utah,Utah,Big 12 Conference,Big 12,NCAA Women,I,WEST REGION,utahutes.com/
Utah State University,Utah St.,Mountain West Conference,Mountain West,NCAA Women,I,WEST REGION,www.utahstateaggies.com
Utah Tech University,Utah Tech,Western Athletic Conference,WAC,NCAA Women,I,,utahtechtrailblazers.com/
Utah Valley University,Utah Valley,Western Athletic Conference,WAC,NCAA Women,I,WEST REGION,www.gouvu.com
Utica University,Utica,Empire 8,Empire 8,NCAA Women,III,REGION III,www.uticapioneers.com
Trinity Washington University,Trinity Washington,Independent,DIII Independent,NCAA Women,III,REGION V,https://discover.trinitydc.edu/athletics/
Trinity University (Texas),Trinity (TX),Southern Collegiate Athletic Conference,SCAC,NCAA Women,III,REGION X,www.trinitytigers.com
Trinity College (Connecticut),Trinity (CT),New England Small College Athletic Conference,NESCAC,NCAA Women,III,REGION I,www.bantamsports.com
Trine University,Trine,Michigan Intercol. Ath. Assn.,Michigan Intercol. Ath. Assn.,NCAA Women,III,REGION VII,www.trinethunder.com
Texas A&M University-Kingsville,Tex. A&M-Kingsville,Lone Star Conference,Lone Star,NCAA Women,II,SOUTH CENTRAL REGION,www.javelinaathletics.com
University of Texas at Arlington,UT Arlington,Western Athletic Conference,WAC,NCAA Women,I,WEST REGION,www.utamavs.com
Texas Christian University,TCU,Big 12 Conference,Big 12,NCAA Women,I,SOUTH REGION,www.gofrogs.com
Texas Lutheran University,Texas Lutheran,Southern Collegiate Athletic Conference,SCAC,NCAA Women,III,REGION X,tlubulldogs.com
University of Texas Permian Basin,Tex. Permian Basin,Lone Star Conference,Lone Star,NCAA Women,II,SOUTH CENTRAL REGION,www.utpbfalcons.com
The University of Texas Rio Grande Valley,UTRGV,Southland Conference,Southland,NCAA Women,I,WEST REGION,goutrgv.com
Texas Southern University,Texas Southern,Southwestern Athletic Conf.,SWAC,NCAA Women,I,SOUTH REGION,www.tsusports.com
Texas State University,Texas St.,Sun Belt Conference,Sun Belt,NCAA Women,I,SOUTH REGION,txstatebobcats.com
Texas Tech University,Texas Tech,Big 12 Conference,Big 12,NCAA Women,I,SOUTH REGION,www.texastech.com
Texas Woman's University,Texas Woman's,Lone Star Conference,Lone Star,NCAA Women,II,SOUTH CENTRAL REGION,www.twuathletics.com
University of Texas at Austin,Texas,Southeastern Conference,SEC,NCAA Women,I,SOUTH REGION,www.TexasSports.com
Texas A&M International University,Tex. A&M Int'l,Lone Star Conference,Lone Star,NCAA Women,II,SOUTH CENTRAL REGION,godustdevils.com
University of Texas at Dallas,Texas-Dallas,Lone Star Conference,DII Independent,NCAA Women,II,SOUTH CENTRAL REGION,utdcomets.com
University of Texas at San Antonio,UTSA,American Athletic Conference,The American,NCAA Women,I,SOUTHEAST REGION,www.goutsa.com
The University of Texas at Tyler,UT Tyler,Lone Star Conference,Lone Star,NCAA Women,II,SOUTH CENTRAL REGION,www.uttylerpatriots.com
Thiel College,Thiel,Presidents' Athletic Conference,PAC,NCAA Women,III,REGION VII,www.thielathletics.com
Thomas College,Thomas (ME),North Atlantic Conference,North Atlantic,NCAA Women,III,REGION I,www.thomasathletics.com
Thomas Jefferson University,Jefferson,Central Atlantic Collegiate Conference,CACC,NCAA Women,II,EAST REGION,www.jeffersonrams.com
Thomas More University,Thomas More,Great Midwest Athletic Conference,G-MAC,NCAA Women,II,MIDWEST REGION,www.thomasmoresaints.com
Tiffin University,Tiffin,Great Midwest Athletic Conference,G-MAC,NCAA Women,II,MIDWEST REGION,www.gotiffindragons.com
University of Toledo,Toledo,Mid-American Conference,MAC,NCAA Women,I,MIDWEST REGION,www.utrockets.com
Towson University,Towson,Coastal Athletic Association,CAA,NCAA Women,I,EAST REGION,www.towsontigers.com
Transylvania University,Transylvania,Heartland Collegiate Athletic Conference,HCAC,NCAA Women,III,REGION VIII,www.transysports.com
Trevecca Nazarene University,Trevecca Nazarene,Gulf South Conference,Gulf South,NCAA Women,II,SOUTH REGION,www.tnutrojans.com
University of Texas at El Paso,UTEP,Conference USA,CUSA,NCAA Women,I,SOUTH REGION,www.utepminers.com
Tusculum University,Tusculum,South Atlantic Conference,SAC,NCAA Women,II,SOUTHEAST REGION,www.tusculumpioneers.com
New York University,NYU,University Athletic Association,UAA,NCAA Women,III,REGION IV,www.gonyuathletics.com
New Jersey Institute of Technology,NJIT,America East Conference,America East,NCAA Women,I,EAST REGION,www.njithighlanders.com
Colorado Mesa University,Colorado Mesa,Rocky Mountain Athletic Conference,RMAC,NCAA Women,II,SOUTH CENTRAL REGION,cmumavericks.com
Colorado College,Colorado Col.,Southern Collegiate Athletic Conference,SCAC,NCAA Women,III,REGION X,www.cctigers.com
Colorado Christian University,Colo. Christian,Rocky Mountain Athletic Conference,RMAC,NCAA Women,II,SOUTH CENTRAL REGION,www.ccucougars.com
"University of Colorado, Boulder",Colorado,Big 12 Conference,Big 12,NCAA Women,I,WEST REGION,www.cubuffs.com/
Colgate University,Colgate,Patriot League,Patriot,NCAA Women,I,EAST REGION,gocolgateraiders.com
Colby-Sawyer College,Colby-Sawyer,Great Northeast Athletic Conference,Great Northeast,NCAA Women,III,REGION I,www.colby-sawyerathletics.com/
Colby College,Colby,New England Small College Athletic Conference,NESCAC,NCAA Women,III,REGION I,www.colby.edu/athletics
Coker University,Coker,South Atlantic Conference,SAC,NCAA Women,II,SOUTHEAST REGION,www.cokercobras.com/
Coe College,Coe,American Rivers Conference,American Rivers,NCAA Women,III,REGION IX,www.kohawkathletics.com
State University of New York at Cobleskill,SUNY Cobleskill,North Atlantic Conference,North Atlantic,NCAA Women,III,REGION I,fightingtigers.cobleskill.edu/
Coastal Carolina University,Coastal Carolina,Sun Belt Conference,Sun Belt,NCAA Women,I,SOUTH REGION,www.goccusports.com
Cleveland State University,Cleveland St.,Horizon League,Horizon,NCAA Women,I,MIDWEST REGION,www.csuvikings.com
Clemson University,Clemson,Atlantic Coast Conference,ACC,NCAA Women,I,EAST REGION,clemsontigers.com
Clarkson University,Clarkson,Liberty League,Liberty League,NCAA Women,III,REGION III,www.clarksonathletics.com
Clark University (Massachusetts),Clark (MA),New England Women's and Men's Athletic Conference,NEWMAC,NCAA Women,III,REGION II,clarkathletics.com
Colorado School of Mines,Colo. Sch. of Mines,Rocky Mountain Athletic Conference,RMAC,NCAA Women,II,SOUTH CENTRAL REGION,minesathletics.com
Clark Atlanta University,Clark Atlanta,Southern Intercol. Ath. Conf.,SIAC,NCAA Women,II,SOUTH REGION,www.clarkatlantasports.com
Colorado State University Pueblo,CSU Pueblo,Rocky Mountain Athletic Conference,RMAC,NCAA Women,II,SOUTH CENTRAL REGION,www.gothunderwolves.com
"University of Colorado, Colorado Springs",UC-Colo. Springs,Rocky Mountain Athletic Conference,RMAC,NCAA Women,II,SOUTH CENTRAL REGION,www.gomountainlions.com
State University of New York at Cortland,Cortland,State University of New York Athletic Conference,SUNYAC,NCAA Women,III,REGION III,www.cortland.edu/athletics
Cornell University,Cornell,The Ivy League,Ivy League,NCAA Women,I,EAST REGION,www.cornellbigred.com
Cornell College,Cornell College,Midwest Conference,MWC,NCAA Women,III,REGION IX,www.cornellrams.com
Coppin State University,Coppin St.,Mid-Eastern Athletic Conf.,MEAC,NCAA Women,I,SOUTHEAST REGION,www.coppinstatesports.com
Converse University,Converse,Conference Carolinas,Conference Carolinas,NCAA Women,II,SOUTHEAST REGION,govalkyries.com
Connecticut College,Connecticut Col.,New England Small College Athletic Conference,NESCAC,NCAA Women,III,REGION I,camelathletics.com/
University of Connecticut,UConn,Big East Conference,Big East,NCAA Women,I,MIDWEST REGION,www.uconnhuskies.com
"Concordia University, St. Paul",Concordia-St. Paul,Northern Sun Intercollegiate Conference,NSIC,NCAA Women,II,CENTRAL REGION,cspbears.com/index.aspx
Concordia University Wisconsin,Concordia Wisconsin,Northern Athletics Collegiate Conference,NACC,NCAA Women,III,REGION VIII,www.cuwfalcons.com
Concordia University Texas,Concordia (TX),Southern Collegiate Athletic Conference,SCAC,NCAA Women,III,REGION X,athletics.concordia.edu/index.aspx
Concordia University Irvine,CUI,Pacific West Conference,PacWest,NCAA Women,II,WEST REGION,www.cuigoldeneagles.com
Concordia University Chicago,Concordia Chicago,Northern Athletics Collegiate Conference,NACC,NCAA Women,III,REGION VIII,www.CUCougars.com
"Concordia College, Moorhead",Concordia-M'head,Minnesota Intercollegiate Athletic Conference,MIAC,NCAA Women,III,REGION IX,www.gocobbers.com
Concord University,Concord,Mountain East Conference,MEC,NCAA Women,II,ATLANTIC REGION,www.cumountainlions.com
Columbia University-Barnard College,Columbia,The Ivy League,Ivy League,NCAA Women,I,EAST REGION,www.gocolumbialions.com/
Colorado State University,Colorado St.,Mountain West Conference,Mountain West,NCAA Women,I,WEST REGION,www.csurams.com
"Pennsylvania Western University, Clarion",Clarion,Pennsylvania State Athletic Conference,PSAC,NCAA Women,II,ATLANTIC REGION,www.clariongoldeneagles.com
Claremont McKenna-Harvey Mudd-Scripps Colleges,Claremont-M-S,Southern California Intercollegiate Athletic Conf.,SCIAC,NCAA Women,III,REGION X,www.cmsathletics.org
Claflin University,Claflin,Central Intercollegiate Athletic Association,CIAA,NCAA Women,II,ATLANTIC REGION,athletics.claflin.edu
University of Central Missouri,Central Mo.,Mid-America Intercollegiate Athletics Association,Mid-America Intercollegiate,NCAA Women,II,CENTRAL REGION,ucmathletics.com
Central Michigan University,Central Mich.,Mid-American Conference,MAC,NCAA Women,I,MIDWEST REGION,www.cmuchippewas.com
University of Central Florida,UCF,Big 12 Conference,Big 12,NCAA Women,I,SOUTH REGION,www.ucfknights.com/
Central Connecticut State University,Central Conn. St.,Northeast Conference,NEC,NCAA Women,I,EAST REGION,www.ccsubluedevils.com
Central College (Iowa),Central (IA),American Rivers Conference,American Rivers,NCAA Women,III,REGION IX,www.central.edu/athletics
University of Central Arkansas,Central Ark.,Atlantic Sun Conference,ASUN,NCAA Women,I,SOUTHEAST REGION,www.ucasports.com
Centenary University (New Jersey),Centenary (NJ),Atlantic East Conference,Atlantic East,NCAA Women,III,REGION V,www.centenarycyclones.com
Centenary College (Louisiana),Centenary (LA),Southern Collegiate Athletic Conference,SCAC,NCAA Women,III,REGION X,www.GoCentenary.com
Cedarville University,Cedarville,Great Midwest Athletic Conference,G-MAC,NCAA Women,II,MIDWEST REGION,www.yellowjackets.cedarville.edu
Cedar Crest College,Cedar Crest,United East Conference,United East,NCAA Women,III,REGION IV,www.cedarcrestathletics.com
Catholic University,Catholic,Landmark Conference,Landmark,NCAA Women,III,REGION V,www.catholicathletics.com/
Catawba College,Catawba,South Atlantic Conference,SAC,NCAA Women,II,SOUTHEAST REGION,www.catawbaathletics.com
Case Western Reserve University,CWRU,University Athletic Association,UAA,NCAA Women,III,REGION VII,athletics.case.edu
Carthage College,Carthage,College Conference of Illinois & Wisconsin,CCIW,NCAA Women,III,REGION VIII,athletics.carthage.edu
Carson-Newman University,Carson-Newman,South Atlantic Conference,SAC,NCAA Women,II,SOUTHEAST REGION,cneagles.com
University of Central Oklahoma,Central Okla.,Mid-America Intercollegiate Athletics Association,Mid-America Intercollegiate,NCAA Women,II,CENTRAL REGION,www.bronchosports.com
Central State University,Central St. (OH),Southern Intercol. Ath. Conf.,SIAC,NCAA Women,II,SOUTH REGION,www.maraudersports.com
Central Washington University,Central Wash.,Great Northwest Athletic Conference,Great Northwest,NCAA Women,II,WEST REGION,wildcatsports.com
Centre College,Centre,Southern Athletic Association,SAA,NCAA Women,III,REGION VI,www.centrecolonels.com
The City College of New York,CCNY,City University of New York Athletic Conference,CUNYAC,NCAA Women,III,REGION IV,www.ccnyathletics.com
The Citadel,The Citadel,Southern Conference,SoCon,NCAA Women,I,SOUTHEAST REGION,www.citadelsports.com
University of Cincinnati,Cincinnati,Big 12 Conference,Big 12,NCAA Women,I,SOUTH REGION,gobearcats.com/
Christopher Newport University,Chris. Newport,Coast-To-Coast Athletic Conference,C2C,NCAA Women,III,REGION VI,CNUsports.com
