,date,match,results,box_score_url,div
5032,10/29/2024,Brewton-Parker (nan) vs Wesleyan (GA) (CCS),"[3-0] (25-9, 25-7, 25-22)",https://stats.ncaa.org/contests/5682762/box_score,D-III
5033,10/30/2024,Colby-Sawyer (Great Northeast) vs St. Joseph's (ME) (Great Northeast),"[0-3] (17-25, 16-25, 22-25)",https://stats.ncaa.org/contests/5678345/box_score,D-III
5034,10/30/2024,Lewis & Clark (NWC) vs Linfield (NWC),"[1-3] (18-25, 25-23, 17-25, 22-25)",https://stats.ncaa.org/contests/5678380/box_score,D-III
5035,10/30/2024,Bard (Liberty League) vs Vassar (Liberty League),"[0-3] (12-25, 14-25, 15-25)",https://stats.ncaa.org/contests/5678434/box_score,D-III
5036,10/30/2024,Waynesburg (PAC) vs Wash. & Jeff. (PAC),"[0-3] (20-25, 14-25, 12-25)",https://stats.ncaa.org/contests/5678435/box_score,D-III
5037,10/30/2024,Emmanuel (MA) (Great Northeast) vs Curry (CNE),"[3-1] (25-8, 20-25, 25-21, 25-21)",https://stats.ncaa.org/contests/5678448/box_score,D-III
5038,10/30/2024,Salem St. (MASCAC) vs Fitchburg St. (MASCAC),"[2-3] (25-21, 13-25, 25-23, 11-25, 7-15)",https://stats.ncaa.org/contests/5678450/box_score,D-III
5039,10/30/2024,Huston-Tillotson (nan) vs Schreiner (SCAC),"[0-3] (13-25, 16-25, 19-25)",https://stats.ncaa.org/contests/5678451/box_score,D-III
5040,10/30/2024,Southern Va. (USA South) vs Salem (NC) (USA South),"[2-3] (25-18, 18-25, 21-25, 25-23, 12-15)",https://stats.ncaa.org/contests/5678452/box_score,D-III
5041,10/30/2024,Rivier (Great Northeast) vs UMass Boston (Little East),"[0-3] (18-25, 17-25, 11-25)",https://stats.ncaa.org/contests/5678454/box_score,D-III
5042,10/30/2024,Endicott (CNE) vs Tufts (NESCAC),"[0-3] (24-26, 20-25, 14-25)",https://stats.ncaa.org/contests/5678455/box_score,D-III
5043,10/30/2024,Bridgewater St. (MASCAC) vs MCLA (MASCAC),"[3-0] (25-19, 25-23, 25-21)",https://stats.ncaa.org/contests/5678458/box_score,D-III
5044,10/30/2024,Immaculata (Atlantic East) vs Marymount (VA) (Atlantic East),"[0-3] (14-25, 14-25, 11-25)",https://stats.ncaa.org/contests/5678461/box_score,D-III
5045,10/30/2024,East. Mennonite (ODAC) vs Ferrum (ODAC),"[2-3] (22-25, 26-24, 28-26, 18-25, 10-15)",https://stats.ncaa.org/contests/5678462/box_score,D-III
5046,10/30/2024,Manchester (HCAC) vs Bluffton (HCAC),"[3-1] (16-25, 25-23, 26-24, 27-25)",https://stats.ncaa.org/contests/5678463/box_score,D-III
5047,10/30/2024,Belhaven (CCS) vs Huntingdon (CCS),"[0-3] (16-25, 20-25, 17-25)",https://stats.ncaa.org/contests/5678467/box_score,D-III
5048,10/30/2024,Berea (HCAC) vs Anderson (IN) (HCAC),"[1-3] (25-22, 24-26, 16-25, 18-25)",https://stats.ncaa.org/contests/5678469/box_score,D-III
5049,10/30/2024,Wis.-Stevens Point (WIAC) vs UW-River Falls (WIAC),"[3-0] (25-16, 25-15, 25-23)",https://stats.ncaa.org/contests/5678470/box_score,D-III
5050,10/30/2024,Grove City (PAC) vs Franciscan (PAC),"[3-1] (22-25, 25-21, 25-12, 28-26)",https://stats.ncaa.org/contests/5678471/box_score,D-III
5051,10/30/2024,Wilkes (Landmark) vs Delaware Valley (MACs),"[1-3] (20-25, 25-17, 23-25, 16-25)",https://stats.ncaa.org/contests/5678472/box_score,D-III
5052,10/30/2024,Randolph (ODAC) vs Averett (ODAC),"[0-3] (15-25, 17-25, 18-25)",https://stats.ncaa.org/contests/5678473/box_score,D-III
5053,10/30/2024,Wis.-Oshkosh (WIAC) vs Wis.-Eau Claire (WIAC),"[3-2] (25-15, 21-25, 27-25, 23-25, 15-11)",https://stats.ncaa.org/contests/5678475/box_score,D-III
5054,10/30/2024,Millikin (CCIW) vs North Central (IL) (CCIW),"[0-3] (22-25, 19-25, 21-25)",https://stats.ncaa.org/contests/5678477/box_score,D-III
5055,10/30/2024,Allegheny (PAC) vs Westminster (PA) (PAC),"[3-1] (25-20, 20-25, 25-19, 25-23)",https://stats.ncaa.org/contests/5678478/box_score,D-III
5056,10/30/2024,Pitt.-Greensburg (AMCC) vs Carlow (AMCC),"[1-3] (17-25, 23-25, 25-20, 15-25)",https://stats.ncaa.org/contests/5678479/box_score,D-III
5057,10/30/2024,Hanover (HCAC) vs Mt. St. Joseph (HCAC),"[2-3] (25-23, 13-25, 17-25, 25-21, 14-16)",https://stats.ncaa.org/contests/5678480/box_score,D-III
5058,10/30/2024,Muskingum (OAC) vs Capital (OAC),"[3-2] (27-25, 25-20, 21-25, 24-26, 15-7)",https://stats.ncaa.org/contests/5678481/box_score,D-III
5059,10/30/2024,Plymouth St. (Little East) vs U New England (CNE),"[1-3] (25-22, 18-25, 19-25, 17-25)",https://stats.ncaa.org/contests/5678482/box_score,D-III
5060,10/30/2024,Centenary (NJ) (Atlantic East) vs Neumann (Atlantic East),"[0-3] (11-25, 15-25, 12-25)",https://stats.ncaa.org/contests/5678483/box_score,D-III
5061,10/30/2024,Dickinson (Centennial) vs Gettysburg (Centennial),"[0-3] (15-25, 17-25, 24-26)",https://stats.ncaa.org/contests/5678484/box_score,D-III
5062,10/30/2024,Gwynedd Mercy (Atlantic East) vs Pratt (Atlantic East),"[3-0] (25-9, 25-22, 25-15)",https://stats.ncaa.org/contests/5678486/box_score,D-III
5063,10/30/2024,Mount Aloysius (AMCC) vs Penn St.-Altoona (AMCC),"[1-3] (24-26, 24-26, 25-22, 18-25)",https://stats.ncaa.org/contests/5678488/box_score,D-III
5064,10/30/2024,Earlham (HCAC) vs Transylvania (HCAC),"[0-3] (16-25, 22-25, 14-25)",https://stats.ncaa.org/contests/5678490/box_score,D-III
5065,10/30/2024,Mass. Maritime (MASCAC) vs Westfield St. (MASCAC),"[0-3] (15-25, 20-25, 11-25)",https://stats.ncaa.org/contests/5678491/box_score,D-III
5066,10/30/2024,Heidelberg (OAC) vs Baldwin Wallace (OAC),"[3-1] (25-22, 24-26, 27-25, 25-16)",https://stats.ncaa.org/contests/5678493/box_score,D-III
5067,10/30/2024,Penn St.-Behrend (AMCC) vs Hilbert (AMCC),"[3-1] (25-16, 23-25, 25-18, 25-16)",https://stats.ncaa.org/contests/5678497/box_score,D-III
5068,10/30/2024,Saint Benedict (MIAC) vs Carleton (MIAC),"[3-1] (25-18, 24-26, 25-13, 25-18)",https://stats.ncaa.org/contests/5678499/box_score,D-III
5069,10/30/2024,Greenville (SLIAC) vs Fontbonne (SLIAC),"[2-3] (25-18, 25-22, 9-25, 14-25, 7-15)",https://stats.ncaa.org/contests/5678500/box_score,D-III
5070,10/30/2024,Wilmington (OH) (OAC) vs Ohio Northern (OAC),"[0-3] (8-25, 12-25, 19-25)",https://stats.ncaa.org/contests/5678501/box_score,D-III
5071,10/30/2024,Wis.-Platteville (WIAC) vs Wis.-Whitewater (WIAC),"[0-3] (15-25, 20-25, 25-27)",https://stats.ncaa.org/contests/5678502/box_score,D-III
5072,10/30/2024,Hartford (CNE) vs Lesley (North Atlantic),"[3-0] (25-9, 25-14, 25-8)",https://stats.ncaa.org/contests/5678504/box_score,D-III
5073,10/30/2024,Mount Union (OAC) vs Marietta (OAC),"[0-3] (25-27, 22-25, 18-25)",https://stats.ncaa.org/contests/5678505/box_score,D-III
5074,10/30/2024,Rose-Hulman (HCAC) vs Franklin (HCAC),"[3-0] (25-23, 25-16, 25-20)",https://stats.ncaa.org/contests/5678507/box_score,D-III
5075,10/30/2024,Washington Col. (Centennial) vs Bryn Mawr (Centennial),"[3-0] (25-17, 25-11, 25-19)",https://stats.ncaa.org/contests/5678508/box_score,D-III
5076,10/30/2024,Carthage (CCIW) vs Wheaton (IL) (CCIW),"[3-0] (25-20, 25-23, 25-16)",https://stats.ncaa.org/contests/5678509/box_score,D-III
5077,10/30/2024,SUNY Cobleskill (North Atlantic) vs SUNY Delhi (North Atlantic),"[0-3] (23-25, 21-25, 14-25)",https://stats.ncaa.org/contests/5678511/box_score,D-III
5078,10/30/2024,John Carroll (OAC) vs Otterbein (OAC),"[1-3] (19-25, 17-25, 25-22, 18-25)",https://stats.ncaa.org/contests/5678513/box_score,D-III
5079,10/30/2024,Benedictine (IL) (NACC) vs Aurora (NACC),"[2-3] (25-19, 15-25, 25-21, 16-25, 9-15)",https://stats.ncaa.org/contests/5678514/box_score,D-III
5080,10/30/2024,Monmouth (IL) (MWC) vs Knox (MWC),"[3-0] (25-10, 25-18, 25-17)",https://stats.ncaa.org/contests/5678515/box_score,D-III
5081,10/30/2024,Union (NY) (Liberty League) vs Manhattanville (Skyline),"[3-1] (25-18, 20-25, 25-18, 25-15)",https://stats.ncaa.org/contests/5678516/box_score,D-III
5082,10/30/2024,Chatham (PAC) vs Saint Vincent (PAC),"[1-3] (27-25, 25-27, 23-25, 22-25)",https://stats.ncaa.org/contests/5678517/box_score,D-III
5083,10/30/2024,Framingham St. (MASCAC) vs Worcester St. (MASCAC),"[2-3] (27-25, 14-25, 27-25, 23-25, 11-15)",https://stats.ncaa.org/contests/5678518/box_score,D-III
5084,10/30/2024,Wis.-Stout (WIAC) vs Wis.-La Crosse (WIAC),"[3-2] (19-25, 25-15, 19-25, 25-19, 15-13)",https://stats.ncaa.org/contests/5678519/box_score,D-III
5085,10/30/2024,Geneva (PAC) vs Bethany (WV) (PAC),"[1-3] (26-28, 20-25, 25-22, 20-25)",https://stats.ncaa.org/contests/5678520/box_score,D-III
5086,10/30/2024,Pitt.-Bradford (AMCC) vs Alfred St. (AMCC),"[0-3] (14-25, 17-25, 14-25)",https://stats.ncaa.org/contests/5678521/box_score,D-III
5087,10/30/2024,Suffolk (CNE) vs Wentworth (CNE),"[1-3] (20-25, 26-24, 5-25, 12-25)",https://stats.ncaa.org/contests/5678522/box_score,D-III
5088,10/30/2024,McDaniel (Centennial) vs Johns Hopkins (Centennial),"[0-3] (18-25, 10-25, 12-25)",https://stats.ncaa.org/contests/5678524/box_score,D-III
5089,10/30/2024,IIT (NACC) vs Rockford (NACC),"[3-2] (20-25, 25-17, 25-7, 24-26, 15-10)",https://stats.ncaa.org/contests/5678526/box_score,D-III
5090,10/30/2024,Piedmont (CCS) vs Agnes Scott (CCS),"[3-0] (25-21, 25-22, 25-11)",https://stats.ncaa.org/contests/5678527/box_score,D-III
5091,10/30/2024,Husson (North Atlantic) vs Maine Maritime (North Atlantic),"[0-3] (7-25, 21-25, 13-25)",https://stats.ncaa.org/contests/5678528/box_score,D-III
5092,10/30/2024,Haverford (Centennial) vs Ursinus (Centennial),"[1-3] (20-25, 25-17, 17-25, 24-26)",https://stats.ncaa.org/contests/5678529/box_score,D-III
5093,10/30/2024,Swarthmore (Centennial) vs Franklin & Marshall (Centennial),"[3-1] (18-25, 25-18, 25-23, 25-18)",https://stats.ncaa.org/contests/5678530/box_score,D-III
5094,10/30/2024,Roger Williams (CNE) vs Rhode Island Col. (Little East),"[3-1] (20-25, 25-17, 25-18, 25-16)",https://stats.ncaa.org/contests/5678531/box_score,D-III
5095,10/30/2024,Shenandoah (ODAC) vs Randolph-Macon (ODAC),"[0-3] (19-25, 19-25, 15-25)",https://stats.ncaa.org/contests/5681194/box_score,D-III
5096,10/31/2024,Albertus Magnus (Great Northeast) vs MCLA (MASCAC),"[0-3] (18-25, 20-25, 19-25)",https://stats.ncaa.org/contests/5675049/box_score,D-III
5097,10/31/2024,FDU-Florham (MACs) vs John Jay (CUNYAC),"[0-3] (12-25, 16-25, 17-25)",https://stats.ncaa.org/contests/5678549/box_score,D-III
5098,10/31/2024,Yeshiva (Skyline) vs UMSV (Skyline),"[0-3] (16-25, 11-25, 18-25)",https://stats.ncaa.org/contests/5678562/box_score,D-III
5099,10/31/2024,Redlands (SCIAC) vs West Coast Baptist (nan),"[3-0] (25-7, 25-16, 25-19)",https://stats.ncaa.org/contests/5678564/box_score,D-III
5100,10/31/2024,Point Park (MEC) vs Carnegie Mellon (UAA),"[0-3] (19-25, 18-25, 18-25)",https://stats.ncaa.org/contests/5678566/box_score,D-III
5101,10/31/2024,Brooklyn (CUNYAC) vs Hunter (CUNYAC),"[0-3] (15-25, 20-25, 22-25)",https://stats.ncaa.org/contests/5678574/box_score,D-III
5102,10/31/2024,Roanoke (ODAC) vs Oglethorpe (SAA),"[3-2] (16-25, 25-22, 25-18, 18-25, 17-15)",https://stats.ncaa.org/contests/5678585/box_score,D-III
5103,10/31/2024,Johns Hopkins (Centennial) vs Stevenson (MACs),"[3-0] (25-9, 25-18, 25-21)",https://stats.ncaa.org/contests/5678595/box_score,D-III
5104,10/31/2024,Marywood (Atlantic East) vs Alvernia (MACs),"[0-3] (19-25, 18-25, 14-25)",https://stats.ncaa.org/contests/5678602/box_score,D-III
5105,10/31/2024,MSOE (NACC) vs Alverno (NACC),"[3-1] (23-25, 25-17, 25-12, 25-22)",https://stats.ncaa.org/contests/5678604/box_score,D-III
5106,10/31/2024,Concordia Chicago (NACC) vs Marian (WI) (NACC),"[3-1] (26-24, 25-22, 21-25, 25-21)",https://stats.ncaa.org/contests/5678605/box_score,D-III
5107,10/31/2024,Keene St. (Little East) vs Mount Holyoke (NEWMAC),"[3-0] (25-19, 25-20, 25-17)",https://stats.ncaa.org/contests/5678609/box_score,D-III
5108,10/31/2024,CCNY (CUNYAC) vs Baruch (CUNYAC),"[3-2] (21-25, 25-21, 25-22, 24-26, 15-12)",https://stats.ncaa.org/contests/5678610/box_score,D-III
5109,10/31/2024,WashU (UAA) vs Ill. Wesleyan (CCIW),"[3-1] (25-20, 21-25, 25-11, 25-19)",https://stats.ncaa.org/contests/5678613/box_score,D-III
5110,10/31/2024,St. Norbert (NACC) vs Lakeland (NACC),"[3-1] (22-25, 25-13, 25-20, 25-21)",https://stats.ncaa.org/contests/5678614/box_score,D-III
5111,10/31/2024,Moody Bible (nan) vs Maranatha Baptist (Independent),"[1-3] (25-19, 23-25, 24-26, 23-25)",https://stats.ncaa.org/contests/5678615/box_score,D-III
5112,10/31/2024,Dominican (IL) (NACC) vs Edgewood (NACC),"[0-3] (12-25, 20-25, 23-25)",https://stats.ncaa.org/contests/5678616/box_score,D-III
5113,10/31/2024,Simmons (Great Northeast) vs Wheaton (MA) (NEWMAC),"[2-3] (25-22, 21-25, 25-23, 24-26, 10-15)",https://stats.ncaa.org/contests/5678618/box_score,D-III
5114,10/31/2024,Wis. Lutheran (NACC) vs Concordia Wisconsin (NACC),"[1-3] (21-25, 18-25, 25-19, 23-25)",https://stats.ncaa.org/contests/5678620/box_score,D-III
5115,10/31/2024,McMurry (SCAC) vs Austin (SCAC),"[0-3] (27-29, 23-25, 12-25)",https://stats.ncaa.org/contests/5678622/box_score,D-III
5116,10/31/2024,Lancaster Bible (United East) vs Cairn (United East),"[3-0] (25-16, 25-18, 25-13)",https://stats.ncaa.org/contests/5682662/box_score,D-III
5117,10/31/2024,MIT (NEWMAC) vs Wesleyan (CT) (NESCAC),"[3-0] (25-19, 25-19, 25-20)",https://stats.ncaa.org/contests/5682726/box_score,D-III
5118,10/31/2024,Paine (nan) vs Wesleyan (GA) (CCS),"[3-0] (25-18, 25-18, 25-21)",https://stats.ncaa.org/contests/5682763/box_score,D-III
5119,10/31/2024,Elms (Great Northeast) vs Bay Path (nan),"[1-3] (21-25, 25-21, 21-25, 11-25)",https://stats.ncaa.org/contests/5810552/box_score,D-III
5120,10/31/2024,Pfeiffer (USA South) vs Bob Jones (nan),"[1-3] (22-25, 16-25, 27-25, 18-25)",https://stats.ncaa.org/contests/5811391/box_score,D-III
5121,11/01/2024,Sarah Lawrence (Skyline) vs St. Joseph's (L.I.) (Skyline),"[1-3] (20-25, 19-25, 25-23, 22-25)",https://stats.ncaa.org/contests/5678627/box_score,D-III
5122,11/01/2024,Hardin-Simmons (ASC) vs St. Thomas (TX) (SCAC),"[2-3] (23-25, 25-18, 25-21, 23-25, 14-16)",https://stats.ncaa.org/contests/5678628/box_score,D-III
5123,11/01/2024,UC Santa Cruz (C2C) vs Mary Hardin-Baylor (ASC),"[3-1] (23-25, 25-19, 25-23, 25-12)",https://stats.ncaa.org/contests/5678630/box_score,D-III
5124,11/01/2024,Wartburg (American Rivers) vs Central (IA) (American Rivers),"[1-3] (20-25, 16-25, 25-13, 17-25)",https://stats.ncaa.org/contests/5678643/box_score,D-III
5125,11/01/2024,SUNY New Paltz (SUNYAC) vs Plattsburgh St. (SUNYAC),"[3-0] (25-19, 25-13, 25-17)",https://stats.ncaa.org/contests/5678646/box_score,D-III
5126,11/01/2024,Southwestern (TX) (SCAC) vs Texas Lutheran (SCAC),"[0-3] (20-25, 23-25, 22-25)",https://stats.ncaa.org/contests/5678653/box_score,D-III
5127,11/01/2024,Nazareth (Empire 8) vs Alfred (Empire 8),"[1-3] (25-18, 23-25, 19-25, 20-25)",https://stats.ncaa.org/contests/5678655/box_score,D-III
5128,11/01/2024,Dubuque (American Rivers) vs Neb. Wesleyan (American Rivers),"[3-0] (25-22, 25-13, 25-17)",https://stats.ncaa.org/contests/5678662/box_score,D-III
5129,11/01/2024,Coe (American Rivers) vs Simpson (American Rivers),"[3-1] (25-22, 25-18, 19-25, 25-23)",https://stats.ncaa.org/contests/5678669/box_score,D-III
5130,11/01/2024,NYU (UAA) vs Eastern (MACs),"[3-1] (25-21, 26-24, 27-29, 25-20)",https://stats.ncaa.org/contests/5678671/box_score,D-III
5131,11/01/2024,St. John Fisher (Empire 8) vs Houghton (Empire 8),"[3-0] (25-18, 25-23, 25-19)",https://stats.ncaa.org/contests/5678674/box_score,D-III
5132,11/01/2024,Salisbury (C2C) vs Chris. Newport (C2C),"[0-3] (23-25, 23-25, 19-25)",https://stats.ncaa.org/contests/5678676/box_score,D-III
5133,11/01/2024,RIT (Liberty League) vs Ithaca (Liberty League),"[0-3] (26-28, 12-25, 21-25)",https://stats.ncaa.org/contests/5678698/box_score,D-III
5134,11/01/2024,SUNY Geneseo (Empire 8) vs Hartwick (Empire 8),"[1-3] (18-25, 25-16, 15-25, 14-25)",https://stats.ncaa.org/contests/5678727/box_score,D-III
5135,11/01/2024,Berry (SAA) vs Sewanee (SAA),"[3-1] (25-19, 21-25, 25-15, 25-8)",https://stats.ncaa.org/contests/5678728/box_score,D-III
5136,11/01/2024,Schreiner (SCAC) vs Concordia (TX) (SCAC),"[3-0] (27-25, 25-23, 25-22)",https://stats.ncaa.org/contests/5678733/box_score,D-III
5137,11/01/2024,SUNY Brockport (Empire 8) vs Russell Sage (Empire 8),"[3-1] (25-21, 25-18, 23-25, 25-14)",https://stats.ncaa.org/contests/5678735/box_score,D-III
5138,11/01/2024,SUNY Oneonta (SUNYAC) vs SUNY Potsdam (SUNYAC),"[2-3] (26-24, 16-25, 25-16, 23-25, 14-16)",https://stats.ncaa.org/contests/5678739/box_score,D-III
5139,11/01/2024,Great Lake Christian (nan) vs Maranatha Baptist (Independent),"[3-0] (25-7, 25-22, 25-21)",https://stats.ncaa.org/contests/5678740/box_score,D-III
5140,11/01/2024,St. Olaf (MIAC) vs Concordia-M'head (MIAC),"[3-1] (19-25, 25-18, 25-19, 25-15)",https://stats.ncaa.org/contests/5678743/box_score,D-III
5141,11/01/2024,Old Westbury (Skyline) vs Manhattanville (Skyline),"[1-3] (18-25, 25-21, 19-25, 18-25)",https://stats.ncaa.org/contests/5678749/box_score,D-III
5142,11/01/2024,Fredonia (SUNYAC) vs Oswego St. (SUNYAC),"[0-3] (19-25, 18-25, 18-25)",https://stats.ncaa.org/contests/5678753/box_score,D-III
5143,11/01/2024,Drew (Landmark) vs Juniata (Landmark),"[0-3] (16-25, 15-25, 15-25)",https://stats.ncaa.org/contests/5678755/box_score,D-III
5144,11/01/2024,Buffalo St. (SUNYAC) vs SUNY Canton (SUNYAC),"[3-1] (25-19, 23-25, 25-15, 25-14)",https://stats.ncaa.org/contests/5678764/box_score,D-III
5145,11/01/2024,Regis (MA) (Great Northeast) vs Emerson (NEWMAC),"[0-3] (12-25, 12-25, 16-25)",https://stats.ncaa.org/contests/5678770/box_score,D-III
5146,11/01/2024,Loras (American Rivers) vs Buena Vista (American Rivers),"[3-2] (25-12, 23-25, 25-16, 22-25, 15-10)",https://stats.ncaa.org/contests/5678777/box_score,D-III
5147,11/01/2024,Ferrum (ODAC) vs Bridgewater (VA) (ODAC),"[0-3] (11-25, 7-25, 10-25)",https://stats.ncaa.org/contests/5678778/box_score,D-III
5148,11/01/2024,SUNY Maritime (Skyline) vs Farmingdale St. (Skyline),"[0-3] (17-25, 12-25, 24-26)",https://stats.ncaa.org/contests/5678779/box_score,D-III
5149,11/01/2024,Lynchburg (ODAC) vs Guilford (ODAC),"[3-0] (25-23, 25-22, 25-17)",https://stats.ncaa.org/contests/5678788/box_score,D-III
5150,11/01/2024,Albion (Michigan Intercol. Ath. Assn.) vs Calvin (Michigan Intercol. Ath. Assn.),"[0-3] (14-25, 21-25, 14-25)",https://stats.ncaa.org/contests/5678790/box_score,D-III
5152,11/01/2024,Hope (Michigan Intercol. Ath. Assn.) vs Alma (Michigan Intercol. Ath. Assn.),"[3-0] (25-9, 25-11, 25-14)",https://stats.ncaa.org/contests/5678793/box_score,D-III
5153,11/01/2024,N.C. Wesleyan (USA South) vs Greensboro (USA South),"[0-3] (11-25, 14-25, 13-25)",https://stats.ncaa.org/contests/5678796/box_score,D-III
5154,11/01/2024,Lawrence (MWC) vs Beloit (MWC),"[3-0] (26-24, 25-14, 25-15)",https://stats.ncaa.org/contests/5678798/box_score,D-III
5155,11/01/2024,Catholic (Landmark) vs Moravian (Landmark),"[1-3] (21-25, 25-23, 25-27, 17-25)",https://stats.ncaa.org/contests/5678800/box_score,D-III
5156,11/01/2024,Wis.-La Crosse (WIAC) vs Carthage (CCIW),"[0-3] (25-27, 16-25, 10-25)",https://stats.ncaa.org/contests/5678808/box_score,D-III
5157,11/01/2024,Scranton (Landmark) vs Lycoming (Landmark),"[3-1] (25-13, 22-25, 25-13, 25-14)",https://stats.ncaa.org/contests/5678813/box_score,D-III
5158,11/01/2024,Wis.-Superior (UMAC) vs Minn.-Morris (UMAC),"[2-3] (25-20, 26-24, 24-26, 24-26, 7-15)",https://stats.ncaa.org/contests/5678816/box_score,D-III
5159,11/01/2024,Saint Mary's (MN) (MIAC) vs Bethel (MN) (MIAC),"[0-3] (21-25, 24-26, 23-25)",https://stats.ncaa.org/contests/5678820/box_score,D-III
5160,11/01/2024,Marietta (OAC) vs Wilmington (OH) (OAC),"[3-0] (25-8, 25-14, 25-19)",https://stats.ncaa.org/contests/5678822/box_score,D-III
5161,11/01/2024,Hamline (MIAC) vs Macalester (MIAC),"[1-3] (17-25, 19-25, 25-19, 22-25)",https://stats.ncaa.org/contests/5678824/box_score,D-III
5162,11/01/2024,Goucher (Landmark) vs Wilkes (Landmark),"[0-3] (23-25, 16-25, 21-25)",https://stats.ncaa.org/contests/5678825/box_score,D-III
5163,11/01/2024,Lehman (CUNYAC) vs New Jersey City (NJAC),"[0-3] (17-25, 11-25, 21-25)",https://stats.ncaa.org/contests/5678826/box_score,D-III
5164,11/01/2024,Whitman (NWC) vs Willamette (NWC),"[1-3] (25-19, 17-25, 22-25, 23-25)",https://stats.ncaa.org/contests/5678830/box_score,D-III
5165,11/01/2024,Northland (UMAC) vs Crown (MN) (UMAC),"[3-1] (25-18, 25-11, 14-25, 25-21)",https://stats.ncaa.org/contests/5678831/box_score,D-III
5166,11/01/2024,SUNY Poly (Empire 8) vs Elmira (Empire 8),"[0-3] (20-25, 16-25, 23-25)",https://stats.ncaa.org/contests/5678832/box_score,D-III
5167,11/01/2024,Augustana (IL) (CCIW) vs North Park (CCIW),"[0-3] (9-25, 29-31, 11-25)",https://stats.ncaa.org/contests/5678833/box_score,D-III
5168,11/01/2024,Augsburg (MIAC) vs Gustavus Adolphus (MIAC),"[0-3] (16-25, 17-25, 18-25)",https://stats.ncaa.org/contests/5678834/box_score,D-III
5169,11/01/2024,Ripon (MWC) vs Grinnell (MWC),"[0-3] (18-25, 22-25, 20-25)",https://stats.ncaa.org/contests/5678844/box_score,D-III
5170,11/01/2024,North Central (IL) (CCIW) vs Carroll (WI) (CCIW),"[3-0] (25-23, 25-17, 25-22)",https://stats.ncaa.org/contests/5678845/box_score,D-III
5171,11/01/2024,Claremont-M-S (SCIAC) vs La Verne (SCIAC),"[3-2] (26-28, 25-19, 20-25, 25-13, 15-10)",https://stats.ncaa.org/contests/5678851/box_score,D-III
5172,11/01/2024,St. Joseph's (Brkln) (Skyline) vs Purchase (Skyline),"[3-2] (25-18, 25-17, 21-25, 22-25, 15-13)",https://stats.ncaa.org/contests/5678854/box_score,D-III
5173,11/01/2024,Whitworth (NWC) vs Lewis & Clark (NWC),"[3-0] (25-19, 25-16, 25-18)",https://stats.ncaa.org/contests/5678855/box_score,D-III
5174,11/01/2024,George Fox (NWC) vs Pacific Lutheran (NWC),"[1-3] (25-21, 20-25, 16-25, 21-25)",https://stats.ncaa.org/contests/5678859/box_score,D-III
5175,11/01/2024,Pacific (OR) (NWC) vs Puget Sound (NWC),"[0-3] (18-25, 27-29, 15-25)",https://stats.ncaa.org/contests/5678865/box_score,D-III
5176,11/01/2024,Lake Forest (MWC) vs Cornell College (MWC),"[0-3] (7-25, 7-25, 14-25)",https://stats.ncaa.org/contests/5678868/box_score,D-III
5177,11/01/2024,Bethany Lutheran (UMAC) vs Northwestern-St. Paul (UMAC),"[0-3] (13-25, 10-25, 17-25)",https://stats.ncaa.org/contests/5678870/box_score,D-III
5178,11/01/2024,Caltech (SCIAC) vs Whittier (SCIAC),"[0-3] (21-25, 14-25, 8-25)",https://stats.ncaa.org/contests/5678873/box_score,D-III
5179,11/01/2024,St. Catherine (MIAC) vs St. Scholastica (MIAC),"[3-0] (25-23, 25-23, 25-22)",https://stats.ncaa.org/contests/5678876/box_score,D-III
5180,11/01/2024,Occidental (SCIAC) vs Chapman (SCIAC),"[1-3] (16-25, 25-17, 19-25, 22-25)",https://stats.ncaa.org/contests/5678877/box_score,D-III
5181,11/01/2024,Middlebury (NESCAC) vs Amherst (NESCAC),"[2-3] (22-25, 22-25, 25-20, 25-18, 10-15)",https://stats.ncaa.org/contests/5678879/box_score,D-III
5182,11/01/2024,Wilson (United East) vs Hood (MACs),"[0-3] (22-25, 18-25, 17-25)",https://stats.ncaa.org/contests/5678880/box_score,D-III
5183,11/01/2024,Utica (Empire 8) vs Keuka (Empire 8),"[3-1] (17-25, 25-21, 25-22, 25-22)",https://stats.ncaa.org/contests/5678881/box_score,D-III
5184,11/01/2024,Connecticut Col. (NESCAC) vs Bowdoin (NESCAC),"[0-3] (25-27, 20-25, 21-25)",https://stats.ncaa.org/contests/5678882/box_score,D-III
5185,11/01/2024,Trinity (CT) (NESCAC) vs Colby (NESCAC),"[0-3] (22-25, 25-27, 19-25)",https://stats.ncaa.org/contests/5678883/box_score,D-III
5186,11/01/2024,Wesleyan (CT) (NESCAC) vs Tufts (NESCAC),"[0-3] (16-25, 16-25, 23-25)",https://stats.ncaa.org/contests/5678884/box_score,D-III
5187,11/01/2024,Pomona-Pitzer (SCIAC) vs Cal Lutheran (SCIAC),"[3-1] (25-15, 23-25, 25-23, 25-20)",https://stats.ncaa.org/contests/5678885/box_score,D-III
5188,11/01/2024,Williams (NESCAC) vs Hamilton (NESCAC),"[3-1] (25-19, 23-25, 25-23, 25-15)",https://stats.ncaa.org/contests/5678887/box_score,D-III
5189,11/01/2024,UC Santa Cruz (C2C) vs St. Thomas (TX) (SCAC),"[3-0] (25-23, 25-21, 25-13)",https://stats.ncaa.org/contests/5678889/box_score,D-III
